interval,residual_demand_gw,clearing_price_eur_mwh
1357,9.68,22.48
1358,16.68,43.37
1359,24.97,51.26
1360,31.35,65.89
1361,22.20,26.78
1362,24.33,53.59
1363,25.09,41.12
1364,28.61,46.54
1365,16.95,13.40
1366,15.19,30.45
1367,17.75,26.57
1368,36.25,109.56
1369,7.47,-22.21
1370,16.06,47.76
1371,16.32,43.30
1372,10.32,27.60
1373,18.33,53.02
1374,25.39,55.36
1375,11.04,31.26
1376,18.92,43.56
1377,19.87,21.78
1378,33.07,78.38
1379,17.80,34.82
1380,34.76,115.68
1381,16.73,29.98
1382,33.26,44.28
1383,19.50,25.19
1384,27.79,40.00
1385,24.84,43.30
1386,12.06,31.32
1387,13.91,20.46
1388,23.20,48.42
1389,19.80,32.60
1390,15.63,49.49
1391,16.60,54.42
1392,23.56,52.90
1393,18.65,51.89
1394,23.83,59.96
1395,26.53,60.69
1396,19.62,49.49
1397,28.46,69.63
1398,26.54,62.15
1399,20.31,39.44
1400,24.31,43.43
1401,16.57,34.99
1402,19.26,32.41
1403,22.18,48.91
1404,13.44,20.43
1405,16.79,41.04
1406,9.25,6.37
1407,6.58,2.49
1408,31.57,87.21
1409,26.20,49.50
1410,34.18,99.35
1411,23.85,29.06
1412,19.53,30.95
1413,15.00,26.18
1414,21.95,31.26
1415,19.48,33.76
1416,33.61,69.92
1417,36.86,110.73
1418,18.10,21.82
1419,31.33,49.37
1420,27.23,36.76
1421,7.50,7.10
1422,14.70,19.95
1423,30.86,95.24
1424,8.36,11.00
1425,17.22,47.97
1426,15.61,41.48
1427,22.56,55.00
1428,24.23,48.95
1429,17.73,46.41
1430,27.36,46.16
1431,26.78,65.62
1432,28.21,56.25
1433,10.75,19.52
1434,26.34,52.47
1435,17.57,44.23
1436,23.97,52.23
1437,20.21,44.26
1438,15.66,36.87
1439,28.85,55.54
1440,28.45,32.67
1441,21.89,22.80
1442,23.61,55.49
1443,23.97,65.32
1444,30.53,69.80
1445,17.62,36.77
1446,32.97,89.37
1447,21.09,15.67
1448,13.09,21.85
1449,21.47,55.30
1450,28.57,79.26
1451,21.25,35.24
1452,22.64,46.91
1453,20.56,38.04
1454,14.73,12.62
1455,22.81,39.04
1456,19.53,29.02
1457,18.73,47.66
1458,20.71,48.19
1459,20.50,48.65
1460,26.59,56.90
1461,26.91,52.26
1462,27.29,75.92
1463,23.35,48.14
1464,14.96,24.13
1465,19.10,34.30
1466,20.61,52.17
1467,14.72,20.77
1468,23.73,58.93
1469,28.93,65.28
1470,14.76,16.57
1471,26.85,32.51
1472,15.08,22.82
1473,22.44,33.87
1474,8.62,18.53
1475,31.78,91.71
1476,30.67,63.26
1477,32.25,71.04
1478,24.94,61.78
1479,26.56,103.66
1480,23.50,39.73
1481,21.21,71.85
1482,21.87,47.79
1483,23.23,62.58
1484,22.62,40.68
1485,23.49,37.21
1486,25.68,49.81
1487,19.00,49.03
1488,25.44,47.19
1489,18.75,40.82
1490,25.80,47.22
1491,26.62,38.63
1492,26.61,75.58
1493,31.55,54.31
1494,11.36,26.16
1495,27.06,52.77
1496,22.45,53.52
1497,12.47,4.12
1498,23.15,32.78
1499,21.15,31.19
1500,24.76,50.34
1501,10.23,25.34
1502,14.23,42.10
1503,36.89,107.41
1504,25.84,28.73
1505,33.46,83.12
1506,22.58,58.17
1507,32.88,72.85
1508,33.49,100.33
1509,22.47,56.33
1510,26.03,57.93
1511,10.16,2.37
1512,27.25,49.96
1513,35.56,109.87
1514,30.72,75.15
1515,27.82,23.24
1516,12.16,25.99
1517,29.64,53.57
1518,26.71,34.83
1519,26.19,45.22
1520,25.18,58.73
1521,19.98,44.84
1522,25.15,39.78
1523,18.97,32.67
1524,27.89,42.29
1525,27.91,59.91
1526,13.38,20.96
1527,16.46,-6.67
1528,24.30,74.90
1529,18.44,35.32
1530,18.73,34.10
1531,12.78,39.44
1532,10.32,12.22
1533,28.84,64.25
1534,25.52,41.91
1535,22.17,48.76
1536,30.68,69.50
1537,23.07,53.78
1538,28.37,38.01
1539,20.67,58.22
1540,14.20,23.88
1541,30.69,70.81
1542,11.28,34.08
1543,28.40,50.49
1544,34.38,64.57
1545,24.71,48.44
1546,27.74,78.64
1547,26.37,45.56
1548,23.67,57.64
1549,11.94,11.12
1550,8.66,9.09
1551,12.21,7.67
1552,24.18,73.42
1553,9.32,18.75
1554,29.50,50.89
1555,23.79,61.73
1556,21.80,48.47
1557,23.46,46.57
1558,16.88,33.72
1559,14.43,49.35
1560,16.79,21.13
1561,8.24,18.40
1562,27.69,85.23
1563,12.70,33.10
1564,17.24,52.73
1565,26.90,39.35
1566,28.92,49.49
1567,12.54,12.80
1568,12.00,30.82
1569,11.01,14.22
1570,32.91,82.41
1571,30.21,54.12
1572,16.01,48.77
1573,11.73,51.35
1574,30.01,41.48
1575,25.63,32.20
1576,17.05,12.23
1577,20.76,20.78
1578,26.46,56.71
1579,33.31,80.30
1580,24.12,42.93
1581,16.03,6.75
1582,18.59,38.26
1583,8.66,24.60
1584,11.08,36.25
1585,16.12,35.96
1586,15.29,32.80
1587,12.97,17.21
1588,10.52,30.07
1589,29.42,47.09
1590,26.76,47.59
1591,27.73,65.90
1592,33.06,88.43
1593,17.68,25.98
1594,34.57,119.39
1595,16.53,25.49
1596,19.80,30.52
1597,33.12,85.12
1598,24.85,44.85
1599,10.02,12.50
1600,31.75,40.14
1601,15.92,47.48
1602,29.65,66.80
1603,25.40,29.38
1604,9.71,18.68
1605,25.73,35.00
1606,18.43,23.44
1607,24.05,46.87
1608,18.43,46.10
1609,21.05,56.87
1610,33.00,93.26
1611,25.89,47.66
1612,30.29,94.08
1613,22.71,47.21
1614,38.59,133.64
1615,22.86,46.67
1616,33.48,71.70
1617,13.45,7.52
1618,23.51,34.89
1619,23.69,32.14
1620,25.93,78.67
1621,13.50,16.31
1622,23.60,46.46
1623,26.32,24.82
1624,25.72,65.82
1625,19.33,41.54
1626,19.82,39.76
1627,15.58,27.53
1628,27.02,75.09
1629,17.64,47.21
1630,29.42,55.70
1631,26.42,35.81
1632,16.68,35.05
1633,11.63,29.43
1634,28.04,46.71
1635,14.34,39.23
1636,12.88,29.93
1637,5.90,63.75
1638,14.41,17.70
1639,26.38,48.83
1640,22.94,58.97
1641,11.01,14.56
1642,19.05,39.11
1643,20.36,38.19
1644,18.38,38.14
1645,27.31,72.06
1646,19.13,30.31
1647,24.30,15.18
1648,19.05,30.45
1649,17.59,35.52
1650,24.69,52.99
1651,15.52,30.85
1652,8.54,11.62
1653,11.24,-3.70
1654,11.46,10.08
1655,31.43,50.40
1656,16.67,29.87
1657,29.61,78.18
1658,15.22,50.56
1659,35.61,108.56
1660,27.37,50.70
1661,22.58,46.94
1662,24.64,30.56
1663,29.60,77.50
1664,16.74,28.84
1665,13.34,29.43
1666,27.80,61.48
1667,19.69,64.80
1668,9.20,24.48
1669,24.64,52.80
1670,16.63,37.96
1671,13.48,3.38
1672,24.83,45.45
1673,12.70,4.83
1674,27.84,36.11
1675,21.41,50.37
1676,16.18,13.24
1677,13.20,18.95
1678,20.02,20.14
1679,16.94,43.52
1680,30.83,87.93
1681,10.11,7.16
1682,12.72,47.68
1683,14.84,24.69
1684,9.81,32.36
1685,28.27,77.35
1686,21.46,70.47
1687,10.69,23.90
1688,13.13,24.28
1689,16.88,18.69
1690,36.75,97.91
1691,23.31,25.02
1692,12.35,27.55
1693,27.21,50.86
1694,30.93,34.43
1695,25.63,59.54
1696,29.98,69.53
1697,19.09,33.66
1698,24.99,47.40
1699,28.20,58.22
1700,28.50,64.28
1701,28.69,67.64
1702,31.34,86.40
1703,13.39,8.57
1704,31.05,88.54
1705,29.50,69.47
1706,11.60,18.94
1707,27.63,65.13
1708,27.06,43.34
1709,13.14,26.75
1710,15.33,30.16
1711,19.96,59.36
1712,28.75,67.66
1713,24.84,31.92
1714,34.28,85.02
1715,19.26,50.80
1716,26.29,71.57
1717,15.19,30.12
1718,23.06,43.44
1719,12.97,28.50
1720,13.90,25.12
1721,25.12,38.16
1722,19.20,30.02
1723,22.47,48.41
1724,23.84,13.99
1725,13.86,23.85
1726,21.60,45.17
1727,8.94,11.21
1728,21.60,85.05
1729,33.01,64.77
1730,10.22,15.99
1731,31.72,97.11
1732,23.23,44.53
1733,34.91,85.74
1734,16.70,31.24
1735,19.93,125.63
1736,16.57,93.46
1737,20.66,35.26
1738,20.80,36.58
1739,19.07,32.82
1740,10.98,2.92
1741,24.02,64.19
1742,20.41,29.91
1743,19.48,38.15
1744,25.07,27.95
1745,19.52,19.87
1746,32.26,56.87
1747,14.19,23.41
1748,10.51,24.74
1749,25.01,50.12
1750,15.30,31.46
1751,22.73,31.92
1752,31.37,66.08
1753,11.66,29.05
1754,24.30,50.75
1755,12.40,45.11
1756,36.43,97.37
1757,31.51,89.83
1758,15.34,19.09
1759,24.68,23.59
1760,9.99,-3.13
1761,10.80,18.66
1762,28.94,39.73
1763,21.93,46.96
1764,15.60,55.06
1765,31.60,78.27
1766,13.53,5.40
1767,30.60,72.40
1768,15.62,39.47
1769,30.44,72.99
1770,20.79,42.14
1771,21.49,50.75
1772,26.12,40.04
1773,22.97,60.39
1774,27.44,54.19
1775,26.15,64.22
1776,33.81,80.54
1777,29.63,55.75
1778,31.51,82.81
1779,14.28,37.64
1780,21.36,47.90
1781,39.92,111.03
1782,20.21,38.50
1783,23.88,36.73
1784,31.70,113.22
1785,14.28,28.56
1786,15.22,36.31
1787,27.38,51.88
1788,31.33,74.81
1789,18.61,18.47
1790,30.21,48.61
1791,16.72,34.08
1792,15.68,31.49
1793,26.68,32.05
1794,31.21,54.44
1795,22.30,41.86
1796,23.20,55.25
1797,29.85,58.76
1798,25.01,58.65
1799,22.14,42.48
1800,28.99,56.94
1801,26.06,56.00
1802,9.22,25.97
1803,28.63,47.17
1804,33.76,99.94
1805,10.90,30.41
1806,30.54,43.28
1807,32.91,98.27
1808,26.04,67.31
1809,25.02,59.32
1810,17.64,40.29
1811,21.20,45.75
1812,20.43,40.01
1813,15.31,48.35
1814,27.27,83.17
1815,13.44,16.80
1816,19.65,35.94
1817,11.05,9.60
1818,32.85,62.47
1819,28.64,36.68
1820,22.06,46.51
1821,12.26,14.80
1822,29.22,28.04
1823,31.17,66.51
1824,34.74,120.46
1825,25.57,55.20
1826,23.98,38.66
1827,21.35,49.47
1828,35.96,123.27
1829,23.70,50.47
1830,26.94,49.28
1831,27.41,58.65
1832,5.62,-24.57
1833,27.58,73.24
1834,27.51,56.76
1835,24.37,48.79
1836,29.70,69.79
1837,20.08,40.29
1838,29.06,66.20
1839,9.17,2.42
1840,24.94,67.74
1841,25.40,39.79
1842,10.77,31.22
1843,33.90,122.81
1844,25.47,65.70
1845,25.38,45.60
1846,13.94,17.31
1847,21.60,49.73
1848,23.72,46.35
1849,14.51,4.71
1850,18.91,32.49
1851,21.14,43.02
1852,10.50,27.43
1853,27.27,29.35
1854,10.71,8.39
1855,29.30,77.07
1856,23.04,59.62
1857,26.04,76.74
1858,7.69,-2.45
1859,32.64,54.62
1860,21.48,40.93
1861,11.14,18.12
1862,21.52,43.37
1863,30.57,59.68
1864,9.85,6.36
1865,36.74,121.52
1866,24.42,30.52
1867,33.79,48.17
1868,14.58,49.92
1869,30.62,68.28
1870,12.54,10.46
1871,32.78,106.77
1872,13.48,38.07
1873,15.02,25.04
1874,23.68,38.92
1875,12.32,13.89
1876,8.83,7.65
1877,33.11,88.49
1878,24.23,42.68
1879,20.57,33.71
1880,22.69,38.28
1881,21.30,51.12
1882,23.43,49.82
1883,30.17,63.76
1884,23.51,48.18
1885,22.05,46.00
1886,10.51,10.61
1887,33.35,100.40
1888,18.60,33.72
1889,33.25,57.94
1890,20.54,24.35
1891,21.20,24.74
1892,22.29,52.50
1893,11.70,24.77
1894,21.17,36.09
1895,11.53,27.62
1896,21.19,47.17
1897,30.39,71.45
1898,11.97,25.08
1899,30.26,74.30
1900,18.89,38.78
1901,28.62,60.00
1902,17.24,14.42
1903,12.08,22.35
1904,11.27,11.72
1905,17.16,43.74
1906,30.73,88.49
1907,13.10,23.35
1908,20.68,26.08
1909,30.78,71.33
1910,17.11,18.05
1911,34.77,98.63
1912,17.48,50.98
1913,29.87,75.19
1914,32.93,81.82
1915,23.68,42.89
1916,15.82,24.48
1917,28.09,38.24
1918,26.59,56.81
1919,12.39,25.59
1920,16.85,28.88
1921,25.76,52.18
1922,26.23,27.50
1923,14.53,4.66
1924,16.61,40.48
1925,29.64,71.42
1926,26.40,55.56
1927,23.88,34.56
1928,19.34,38.80
1929,28.18,53.54
1930,20.59,48.05
1931,25.45,28.40
1932,23.22,62.35
1933,18.00,44.56
1934,34.52,99.28
1935,13.54,28.00
1936,24.40,42.55
1937,31.58,85.96
1938,22.16,47.01
1939,34.84,101.86
1940,31.75,51.27
1941,33.06,79.43
1942,36.05,105.93
1943,24.37,45.59
1944,17.26,37.02
1945,29.30,76.11
1946,22.94,44.45
1947,15.98,32.02
1948,23.86,47.44
1949,27.44,46.92
1950,27.36,53.11
1951,26.56,57.32
1952,31.92,68.31
1953,13.09,26.04
1954,33.17,79.72
1955,15.91,26.78
1956,11.11,24.93
1957,14.43,16.66
1958,22.58,35.06
1959,28.87,73.08
1960,26.87,37.68
1961,11.06,-8.98
1962,25.11,58.94
1963,25.90,52.18
1964,14.17,34.91
1965,33.26,120.09
1966,27.41,51.63
1967,33.05,73.45
1968,12.16,11.88
1969,21.33,42.98
1970,24.87,27.75
1971,21.26,37.99
1972,37.94,121.54
1973,13.17,27.41
1974,21.15,5.88
1975,16.18,22.36
1976,8.85,12.12
1977,23.50,35.91
1978,32.78,88.60
1979,6.51,-37.55
1980,25.71,40.30
1981,23.26,55.46
1982,16.93,36.72
1983,29.23,50.24
1984,25.71,44.78
1985,9.12,-5.88
1986,25.15,50.89
1987,17.56,60.69
1988,15.87,38.17
1989,21.72,38.98
1990,25.41,47.88
1991,14.88,50.63
1992,23.05,15.65
1993,29.00,55.14
1994,32.18,89.14
1995,14.47,60.86
1996,9.46,-1.72
1997,12.51,19.24
1998,23.10,39.31
1999,21.30,23.23
2000,20.90,25.96
2001,12.98,8.05
2002,30.66,60.25
2003,18.14,39.12
2004,22.07,52.56
2005,11.57,25.93
2006,13.89,16.43
2007,25.57,47.19
2008,22.35,38.58
2009,29.78,83.32
2010,28.07,69.14
2011,23.93,49.84
2012,30.92,80.64
2013,29.89,52.84
2014,22.68,65.93
2015,33.13,102.84
2016,14.11,5.24
2017,11.73,21.67
2018,30.53,32.15
2019,34.98,122.65
2020,28.66,51.65
2021,28.55,63.32
2022,18.37,44.10
2023,14.06,28.21
2024,12.87,11.56
2025,22.58,34.75
2026,11.52,-2.07
2027,24.63,30.34
2028,19.31,43.95
2029,16.83,32.93
2030,19.88,27.87
2031,21.81,55.11
2032,19.52,61.28
2033,22.69,59.12
2034,21.32,46.97
2035,24.69,30.90
2036,28.50,80.95
2037,22.39,51.80
2038,21.78,40.35
2039,10.30,25.21
2040,35.27,98.72
2041,13.46,22.92
2042,32.95,50.64
2043,17.18,35.98
2044,16.16,41.69
2045,18.49,27.41
2046,18.36,55.21
2047,19.32,62.96
2048,12.48,2.14
2049,27.21,47.37
2050,31.17,92.53
2051,33.71,67.16
2052,11.99,31.59
2053,6.94,6.43
2054,19.52,32.42
2055,24.29,46.49
2056,23.07,24.24
2057,30.63,72.25
2058,9.87,10.93
2059,14.23,36.23
2060,22.08,46.22
2061,25.45,48.05
2062,34.78,72.79
2063,17.24,31.59
2064,24.91,70.07
2065,28.10,93.78
2066,16.35,27.21
2067,31.39,46.91
2068,23.26,44.25
2069,14.22,31.45
2070,23.01,59.57
2071,31.30,71.03
2072,12.58,26.60
2073,26.19,72.98
2074,12.14,22.47
2075,26.85,56.58
2076,33.47,83.35
2077,12.82,22.90
2078,30.88,50.18
2079,18.93,30.61
2080,26.58,61.68
2081,20.49,31.79
2082,37.03,130.94
2083,27.46,34.73
2084,31.11,92.54
2085,21.40,40.65
2086,19.38,48.06
2087,14.43,16.84
2088,10.53,17.16
2089,29.45,62.04
2090,23.93,59.63
2091,31.80,53.34
2092,16.55,37.04
2093,11.20,48.46
2094,25.94,51.48
2095,25.54,47.03
2096,23.51,48.26
2097,31.72,76.22
2098,23.81,66.53
2099,23.62,62.83
2100,16.32,23.71
2101,11.98,32.56
2102,28.84,58.16
2103,25.45,46.67
2104,16.11,19.81
2105,18.51,26.25
2106,23.20,59.32
2107,12.83,44.67
2108,20.31,53.11
2109,10.48,13.28
2110,8.16,-6.40
2111,18.94,23.36
2112,20.32,20.72
2113,12.45,19.40
2114,33.27,58.27
2115,24.58,44.31
2116,30.25,53.89
2117,24.72,62.58
2118,21.64,52.16
2119,16.34,23.30
2120,15.24,23.70
2121,31.46,70.46
2122,31.75,98.27
2123,17.35,39.86
2124,25.77,36.25
2125,16.38,28.89
2126,32.80,87.57
2127,12.69,24.70
2128,22.89,55.96
2129,12.06,35.99
2130,27.21,37.71
2131,30.25,49.36
2132,16.53,38.00
2133,28.63,64.29
2134,8.95,4.81
2135,23.49,63.81
2136,15.21,17.75
2137,12.62,24.77
2138,27.44,63.65
2139,20.35,38.47
2140,4.58,-36.78
2141,11.95,2.29
2142,15.70,7.07
2143,16.01,29.62
2144,21.95,54.43
2145,15.26,62.36
2146,26.92,44.46
2147,23.78,30.28
2148,32.72,92.90
2149,29.33,83.25
2150,21.12,45.27
2151,30.32,66.59
2152,31.08,67.42
2153,25.41,52.54
2154,35.34,96.16
2155,10.90,29.77
2156,19.45,25.58
2157,27.06,40.48
2158,32.55,122.55
2159,31.26,74.52
2160,15.40,39.80
2161,24.74,41.76
2162,28.26,45.04
2163,13.92,15.33
2164,24.03,31.68
2165,29.45,64.20
2166,33.23,94.60
2167,17.39,34.84
2168,14.68,26.79
2169,36.21,96.45
2170,32.15,64.12
2171,29.63,30.14
2172,14.04,18.54
2173,18.43,59.53
2174,28.02,59.10
2175,21.55,43.87
2176,9.90,25.48
2177,15.77,34.05
2178,27.49,41.46
2179,20.88,55.02
2180,29.94,49.99
2181,18.13,55.90
2182,21.46,52.22
2183,11.23,24.66
2184,27.75,57.93
2185,6.79,-26.30
2186,30.78,77.62
2187,22.85,44.38
2188,33.78,106.73
2189,21.52,49.48
2190,25.59,35.58
2191,13.18,42.78
2192,37.06,127.51
2193,18.47,28.06
2194,9.42,19.61
2195,31.46,59.54
2196,24.68,41.78
2197,24.69,47.99
2198,25.26,75.88
2199,18.75,29.05
2200,22.84,34.07
2201,31.78,123.14
2202,14.16,35.46
2203,21.33,56.74
2204,22.02,37.79
2205,18.22,15.64
2206,26.80,70.37
2207,13.65,34.71
2208,13.62,23.26
2209,28.67,53.79
2210,23.06,53.88
2211,25.84,59.99
2212,20.75,21.66
2213,11.94,26.65
2214,16.13,18.50
2215,31.35,69.78
2216,8.54,9.53
2217,24.64,33.77
2218,17.27,27.55
2219,23.60,34.74
2220,15.42,21.98
2221,27.41,75.38
2222,21.19,46.09
2223,26.02,71.88
2224,15.21,11.36
2225,28.51,46.16
2226,32.05,62.59
2227,13.54,14.86
2228,21.92,5.40
2229,13.14,17.95
2230,21.76,43.67
2231,10.52,-6.29
2232,21.35,37.62
2233,14.23,45.47
2234,13.49,17.03
2235,24.87,25.01
2236,23.45,58.11
2237,23.12,31.97
2238,25.66,37.13
2239,27.47,56.07
2240,10.64,21.07
2241,25.96,55.56
2242,28.40,57.89
2243,34.04,70.68
2244,23.02,53.28
2245,19.56,37.40
2246,31.11,100.35
2247,26.37,68.19
2248,15.07,9.75
2249,15.46,34.69
2250,19.69,58.59
2251,18.71,14.46
2252,17.80,42.18
2253,18.02,30.39
2254,33.81,99.54
2255,15.51,23.90
2256,17.33,31.08
2257,16.82,39.46
2258,28.99,92.50
2259,22.61,52.52
2260,26.89,75.48
2261,13.85,15.46
2262,25.12,21.84
2263,8.32,-8.68
2264,26.26,56.33
2265,25.42,62.81
2266,19.27,36.72
2267,22.07,39.08
2268,19.69,54.59
2269,32.11,56.92
2270,15.47,40.37
2271,31.76,74.52
2272,9.49,3.83
2273,21.85,37.13
2274,32.07,61.95
2275,33.92,100.63
2276,24.09,45.48
2277,18.90,30.39
2278,30.63,83.32
2279,33.27,59.59
2280,28.42,33.64
2281,18.26,59.30
2282,30.51,98.80
2283,23.93,41.42
2284,17.75,39.23
2285,25.31,57.75
2286,20.34,35.78
2287,36.83,130.63
2288,18.72,41.71
2289,15.65,35.08
2290,25.67,38.99
2291,7.52,-11.93
2292,29.35,39.66
2293,29.18,67.16
2294,33.90,103.58
2295,32.99,64.15
2296,31.68,95.64
2297,31.88,86.46
2298,21.17,54.13
2299,26.26,38.59
2300,20.86,35.07
2301,21.37,32.90
2302,25.88,60.44
2303,18.94,45.41
2304,21.86,39.75
2305,19.88,21.45
2306,19.83,10.79
2307,13.25,41.37
2308,19.89,42.98
2309,22.28,48.90
2310,28.11,64.32
2311,24.73,50.98
2312,14.95,27.50
2313,15.06,40.16
2314,23.62,41.97
2315,24.38,61.27
2316,16.26,39.56
2317,22.68,58.21
2318,17.32,44.41
2319,26.21,44.21
2320,28.85,57.52
2321,25.48,64.48
2322,29.05,59.59
2323,15.54,29.76
2324,26.71,53.86
2325,13.65,27.22
2326,3.68,-24.68
2327,28.20,58.44
2328,9.18,-8.55
2329,10.34,11.52
2330,12.72,13.85
2331,14.25,38.09
2332,17.07,39.23
2333,31.11,56.92
2334,18.11,49.32
2335,20.95,26.47
2336,15.78,39.93
2337,11.32,13.82
2338,28.84,71.54
2339,9.94,13.75
2340,11.91,45.19
2341,30.44,40.87
2342,30.93,85.15
2343,24.57,42.77
2344,12.77,11.39
2345,9.90,23.14
2346,25.06,42.59
2347,29.70,59.40
2348,21.05,58.54
2349,26.92,65.08
2350,20.93,61.86
2351,30.10,54.16
2352,22.12,30.08
2353,19.34,51.89
2354,17.07,35.82
2355,28.24,49.59
2356,14.70,24.38
2357,11.85,25.89
2358,7.52,3.84
2359,14.26,17.81
2360,33.25,104.17
2361,10.47,33.77
2362,29.55,41.27
2363,21.64,35.40
2364,20.40,53.42
2365,27.55,70.99
2366,28.68,72.94
2367,19.50,51.14
2368,19.32,21.82
2369,9.59,9.84
2370,14.68,45.65
2371,31.00,88.10
2372,35.04,98.54
2373,26.85,57.33
2374,16.84,19.71
2375,15.10,27.48
2376,27.08,47.07
2377,13.20,-1.03
2378,31.58,102.44
2379,17.78,23.38
2380,27.11,62.04
2381,19.26,26.61
2382,29.65,46.16
2383,23.43,57.90
2384,22.31,35.49
2385,15.29,34.27
2386,10.75,22.64
2387,8.03,13.84
2388,21.34,31.47
2389,19.46,50.15
2390,16.05,31.26
2391,25.87,51.12
2392,24.57,56.87
2393,19.18,25.61
2394,27.95,51.25
2395,14.60,22.58
2396,23.30,49.01
2397,21.57,30.55
2398,16.35,30.06
2399,34.19,76.38
2400,16.75,25.26
2401,21.63,55.51
2402,12.54,14.76
2403,27.47,30.58
2404,15.68,40.69
2405,24.88,47.47
2406,17.79,25.02
2407,19.39,44.67
2408,26.06,34.67
2409,11.18,15.13
2410,15.22,34.64
2411,16.76,30.85
2412,30.50,76.39
2413,21.20,19.38
2414,31.15,58.15
2415,30.73,34.74
2416,28.40,56.03
2417,22.95,41.62
2418,28.37,63.39
2419,14.32,28.15
2420,20.42,48.73
2421,15.95,55.57
2422,9.96,14.61
2423,26.19,51.67
2424,15.72,37.07
2425,34.01,108.75
2426,18.65,48.22
2427,17.28,28.93
2428,36.75,138.19
2429,14.92,39.22
2430,35.73,76.08
2431,26.43,70.05
2432,19.07,36.30
2433,28.00,57.11
2434,22.06,41.88
2435,22.61,23.40
2436,19.64,31.46
2437,34.30,102.41
2438,26.09,35.73
2439,24.89,49.79
2440,14.66,33.60
2441,11.73,22.61
2442,28.53,63.68
2443,16.21,17.74
2444,14.51,16.05
2445,20.36,20.52
2446,16.05,36.55
2447,10.38,27.83
2448,13.89,37.25
2449,33.91,84.62
2450,19.79,37.57
2451,23.59,47.63
2452,13.25,13.03
2453,37.74,109.37
2454,8.32,-3.09
2455,22.04,50.97
2456,27.81,61.62
2457,10.85,2.29
2458,16.49,146.07
2459,15.75,29.36
2460,18.92,35.28
2461,13.90,23.35
2462,20.69,37.01
2463,16.73,20.45
2464,12.34,39.38
2465,23.13,25.88
2466,28.37,59.92
2467,22.14,40.64
2468,20.50,34.02
2469,26.82,67.29
2470,13.52,26.83
2471,25.16,58.70
2472,34.66,83.77
2473,12.74,35.81
2474,17.89,31.37
2475,10.34,22.74
2476,10.26,4.94
2477,29.29,67.74
2478,29.77,57.56
2479,23.16,48.84
2480,31.07,53.26
2481,22.23,61.72
2482,26.18,41.99
2483,29.75,93.90
2484,27.55,55.79
2485,11.45,27.58
2486,15.20,38.49
2487,23.56,48.18
2488,21.98,54.44
2489,31.17,51.41
2490,13.90,5.56
2491,33.24,103.03
2492,23.10,48.28
2493,35.46,82.09
2494,16.63,36.11
2495,15.19,23.99
2496,17.46,36.76
2497,16.13,53.38
2498,19.78,47.13
2499,17.92,120.47
2500,19.35,27.79
2501,14.23,46.07
2502,25.20,42.41
2503,18.99,20.24
2504,35.36,72.99
2505,12.16,10.55
2506,20.00,65.29
2507,13.84,28.99
2508,17.49,56.46
2509,22.76,12.15
2510,26.22,48.91
2511,10.54,9.53
2512,27.26,51.43
2513,21.09,56.44
2514,14.24,37.33
2515,29.81,39.33
2516,13.33,21.55
2517,29.77,49.50
2518,26.80,64.21
2519,26.16,39.59
2520,11.61,-5.99
2521,21.70,54.02
2522,29.56,39.34
2523,31.77,86.02
2524,27.88,61.76
2525,17.41,24.85
2526,24.06,39.22
2527,32.57,61.62
2528,28.72,64.24
2529,13.16,41.32
2530,11.42,10.71
2531,20.06,34.28
2532,38.58,144.30
2533,26.50,44.74
2534,21.36,53.17
2535,20.92,47.98
2536,25.06,63.81
2537,34.89,136.72
2538,12.89,38.10
2539,17.75,31.42
2540,33.72,84.90
2541,22.67,46.72
2542,12.11,-4.93
2543,27.22,70.09
2544,16.07,21.20
2545,6.70,-9.55
2546,39.95,121.01
2547,19.58,40.16
2548,33.59,91.52
2549,13.52,40.73
2550,33.69,105.27
2551,8.59,2.46
2552,29.20,52.86
2553,37.81,156.40
2554,12.53,18.13
2555,34.48,120.29
2556,25.73,29.97
2557,26.56,87.79
2558,13.10,19.01
2559,14.08,36.47
2560,20.91,48.76
2561,23.58,20.70
2562,33.34,90.45
2563,27.03,57.17
2564,20.44,52.85
2565,15.35,36.32
2566,7.16,-10.50
2567,22.78,178.30
2568,18.84,55.74
2569,14.04,25.59
2570,28.70,71.89
2571,19.05,24.29
2572,35.21,90.99
2573,31.51,84.27
2574,24.22,61.42
2575,38.21,133.94
2576,10.68,18.77
2577,15.98,51.80
2578,31.70,74.38
2579,17.78,11.27
2580,11.96,51.18
2581,25.43,53.27
2582,19.57,50.23
2583,12.78,39.76
2584,22.51,69.68
2585,22.60,28.44
2586,30.27,64.04
2587,12.12,30.65
2588,19.16,28.80
2589,17.43,34.79
2590,31.59,61.87
2591,23.29,44.67
2592,18.61,32.78
2593,21.70,37.36
2594,16.96,36.07
2595,22.85,28.92
2596,28.41,58.38
2597,27.44,43.41
2598,18.40,34.02
2599,25.46,46.81
2600,20.53,49.51
2601,22.09,31.70
2602,24.31,40.61
2603,18.64,66.34
2604,8.63,-1.04
2605,23.97,44.31
2606,10.50,21.12
2607,11.73,21.44
2608,33.37,90.20
2609,12.94,7.19
2610,11.76,18.25
2611,27.78,46.81
2612,10.53,23.77
2613,28.12,50.51
2614,21.70,44.80
2615,20.23,26.19
2616,12.32,19.13
2617,31.31,66.09
2618,10.07,-2.80
2619,29.82,69.46
2620,26.50,53.55
2621,19.97,25.92
2622,17.32,19.32
2623,10.47,17.27
2624,23.72,38.89
